confirmed, block.height, block.time, tx.type, tx.sender, tx.receiver,tx.amount, tx.start_time, tx.originator
1, 742, 41518042.00, PREPARE_HTLC,      0,      1, 805991, 41488598.22,      0
1, 743, 41550352.00, CLAIM_HTLC  ,  30084,  30080, 734492, 41518632.97,  30080
1, 743, 41550352.00, CLAIM_HTLC  ,      0,      1, 805991, 41518645.86,      1
1, 747, 41718867.00, PREPARE_HTLC,  30083,  30081, 445278, 41695565.06,  30083
1, 748, 41743196.00, CLAIM_HTLC  ,  30083,  30081, 445278, 41719448.39,  30081
1, 748, 41743196.00, PREPARE_HTLC,  30080,  30102, 730496, 41740448.70,  30080
1, 749, 41798506.00, CLAIM_HTLC  ,  30080,  30102, 730496, 41743775.69,  30102
1, 750, 42025826.00, PREPARE_HTLC,      0,      2, 728683, 41984746.03,      0
1, 751, 42031660.00, CLAIM_HTLC  ,      0,      2, 728683, 42026408.14,      2
1, 756, 42364367.00, PREPARE_HTLC,  30087,  30080, 744432, 42337782.53,  30087
1, 757, 42374234.00, CLAIM_HTLC  ,  30087,  30080, 744432, 42364947.30,  30080
1, 759, 42500735.00, PREPARE_HTLC,  30080,  30081, 793036, 42441706.22,  30080
1, 760, 42531946.00, CLAIM_HTLC  ,  30080,  30081, 793036, 42501308.64,  30081
1, 769, 43046627.00, PREPARE_HTLC,  30086,  30080, 783972, 42974483.62,  30086
1, 770, 43137339.00, CLAIM_HTLC  ,  30086,  30080, 783972, 43047237.38,  30080
1, 772, 43191711.00, PREPARE_HTLC,  30083,  30081, 387402, 43146236.68,  30083
1, 773, 43236920.00, CLAIM_HTLC  ,  30083,  30081, 387402, 43192311.08,  30081
1, 774, 43320683.00, PREPARE_HTLC,  30090,  30080, 721490, 43318816.60,  30090
1, 775, 43351066.00, CLAIM_HTLC  ,  30090,  30080, 721490, 43321274.57,  30080
1, 776, 43568983.00, PREPARE_HTLC,  30084,  30080, 741564, 43356578.00,  30084
1, 777, 43663008.00, CLAIM_HTLC  ,  30084,  30080, 741564, 43569548.48,  30080
1, 780, 43983852.00, PREPARE_HTLC,  30080,  30081, 782661, 43967307.29,  30080
1, 780, 43983852.00, PREPARE_HTLC,  30092,  30080, 836479, 43973745.63,  30092
1, 781, 44015726.00, CLAIM_HTLC  ,  30080,  30081, 782661, 43984449.74,  30081
1, 781, 44015726.00, CLAIM_HTLC  ,  30092,  30080, 836479, 43984462.97,  30080
1, 784, 44093507.00, PREPARE_HTLC,  30080,  30104, 756269, 44083126.90,  30080
1, 785, 44293631.00, CLAIM_HTLC  ,  30080,  30104, 756269, 44094099.57,  30104
1, 790, 44742766.00, PREPARE_HTLC,  30088,  30080, 773316, 44647728.72,  30088
1, 791, 44953224.00, PREPARE_HTLC,  30080,  30081, 732394, 44826138.25,  30080
1, 791, 44953224.00, PREPARE_HTLC,      0,      1, 724276, 44746980.45,      0
1, 791, 44953224.00, CLAIM_HTLC  ,  30088,  30080, 773316, 44743347.42,  30080
1, 792, 44954808.00, CLAIM_HTLC  ,  30080,  30081, 732394, 44953802.48,  30081
1, 792, 44954808.00, CLAIM_HTLC  ,      0,      1, 724276, 44953845.16,      1
1, 798, 45448474.00, PREPARE_HTLC,  30087,  30080, 763901, 45276948.46,  30087
1, 798, 45448474.00, PREPARE_HTLC,  30082,  30081, 364299, 45282755.04,  30082
1, 798, 45448474.00, PREPARE_HTLC,  30081,   4274, 370613, 45343426.88,  30081
1, 799, 45495214.00, CLAIM_HTLC  ,  30087,  30080, 763901, 45449022.14,  30080
1, 799, 45495214.00, CLAIM_HTLC  ,  30082,  30081, 364299, 45449062.46,  30081
1, 799, 45495214.00, CLAIM_HTLC  ,  30081,   4274, 370613, 45449070.54,   4274
1, 799, 45495214.00, PREPARE_HTLC,  30084,  30080, 765660, 45455907.80,  30084
1, 800, 45537888.00, CLAIM_HTLC  ,  30084,  30080, 765660, 45495820.93,  30080
1, 803, 45922139.00, PREPARE_HTLC,  30083,  30085, 366861, 45790008.53,  30083
1, 804, 45955144.00, CLAIM_HTLC  ,  30083,  30085, 366861, 45922702.00,  30085
1, 808, 46268015.00, PREPARE_HTLC,  30080,  30102, 742255, 46163778.60,  30080
1, 808, 46268015.00, PREPARE_HTLC,  30080,  30081, 775066, 46220829.37,  30080
1, 809, 46367972.00, PREPARE_HTLC,  30086,  30080, 765962, 46340630.36,  30086
1, 809, 46367972.00, PREPARE_HTLC,  30082,  30080, 725958, 46311783.30,  30082
1, 809, 46367972.00, CLAIM_HTLC  ,  30080,  30102, 742255, 46268625.98,  30102
1, 809, 46367972.00, CLAIM_HTLC  ,  30080,  30081, 775066, 46268620.04,  30081
1, 810, 46395414.00, CLAIM_HTLC  ,  30082,  30080, 725958, 46368574.02,  30080
1, 810, 46395414.00, CLAIM_HTLC  ,  30086,  30080, 765962, 46368570.80,  30080
1, 822, 47122045.00, PREPARE_HTLC,  30080,  30081, 796696, 46964447.25,  30080
1, 823, 47309679.00, CLAIM_HTLC  ,  30080,  30081, 796696, 47122649.70,  30081
1, 823, 47309679.00, PREPARE_HTLC,  30083,  30081, 375913, 47303111.25,  30083
1, 824, 47350648.00, CLAIM_HTLC  ,  30083,  30081, 375913, 47310268.14,  30081
1, 824, 47350648.00, PREPARE_HTLC,   4273,   4274, 422309, 47332742.06,   4273
1, 825, 47379602.00, CLAIM_HTLC  ,   4273,   4274, 422309, 47351232.20,   4274
1, 834, 47806879.00, PREPARE_HTLC,      0,      1, 743895, 47727352.59,      0
1, 835, 47833528.00, CLAIM_HTLC  ,      0,      1, 743895, 47807464.10,      1
1, 835, 47833528.00, PREPARE_HTLC,  30080,  30081, 811692, 47817677.03,  30080
1, 836, 47837096.00, CLAIM_HTLC  ,  30080,  30081, 811692, 47834125.38,  30081
1, 837, 47900010.00, PREPARE_HTLC,  30085,  30080, 723300, 47875655.51,  30085
1, 838, 48035926.00, CLAIM_HTLC  ,  30085,  30080, 723300, 47900586.16,  30080
1, 838, 48035926.00, PREPARE_HTLC,  30088,  30080, 745170, 47928758.22,  30088
1, 839, 48050659.00, CLAIM_HTLC  ,  30088,  30080, 745170, 48036515.89,  30080
1, 839, 48050659.00, PREPARE_HTLC,  30104,      1, 415749, 48042269.91,  30104
1, 840, 48130027.00, CLAIM_HTLC  ,  30104,      1, 415749, 48051288.12,      1
1, 849, 48500998.00, PREPARE_HTLC,  30087,  30080, 724285, 48400538.02,  30087
1, 849, 48500998.00, PREPARE_HTLC,  30090,  30080, 730342, 48425584.84,  30090
1, 849, 48500998.00, PREPARE_HTLC,   4272,   4274, 728743, 48425651.45,   4272
1, 850, 48615527.00, CLAIM_HTLC  ,   4272,   4274, 728743, 48501566.96,   4274
1, 850, 48615527.00, CLAIM_HTLC  ,  30090,  30080, 730342, 48501597.25,  30080
1, 850, 48615527.00, CLAIM_HTLC  ,  30087,  30080, 724285, 48501599.09,  30080
1, 850, 48615527.00, PREPARE_HTLC,   4275,   4274, 368029, 48588218.76,   4275
1, 851, 48682690.00, CLAIM_HTLC  ,   4275,   4274, 368029, 48616144.74,   4274
1, 861, 49051117.00, PREPARE_HTLC,  30089,  30080, 726448, 48992168.83,  30089
1, 862, 49063703.00, CLAIM_HTLC  ,  30089,  30080, 726448, 49051702.93,  30080
1, 863, 49168486.00, PREPARE_HTLC,  30086,  30080, 751286, 49138588.26,  30086
1, 864, 49258406.00, CLAIM_HTLC  ,  30086,  30080, 751286, 49169073.99,  30080
1, 864, 49258406.00, PREPARE_HTLC,  30082,  30081, 365969, 49197716.79,  30082
1, 864, 49258406.00, PREPARE_HTLC,   4275,   4273, 415508, 49225554.45,   4275
1, 865, 49285826.00, CLAIM_HTLC  ,  30082,  30081, 365969, 49258986.79,  30081
1, 865, 49285826.00, CLAIM_HTLC  ,   4275,   4273, 415508, 49259027.47,   4273
1, 869, 49555133.00, PREPARE_HTLC,  30080,  30081, 723311, 49537534.70,  30080
1, 870, 49565248.00, CLAIM_HTLC  ,  30080,  30081, 723311, 49555736.61,  30081
1, 872, 49729300.00, PREPARE_HTLC,  30083,  30081, 373087, 49616703.22,  30083
1, 873, 49743589.00, CLAIM_HTLC  ,  30083,  30081, 373087, 49729853.96,  30081
1, 878, 50027902.00, PREPARE_HTLC,  30084,  30082, 404467, 49986464.08,  30084
1, 879, 50045484.00, CLAIM_HTLC  ,  30084,  30082, 404467, 50028513.89,  30082
1, 884, 50290671.00, PREPARE_HTLC,      0,      1, 738684, 50244414.32,      0
1, 885, 50319730.00, CLAIM_HTLC  ,      0,      1, 738684, 50291241.65,      1
1, 891, 50416217.00, PREPARE_HTLC,  30080,  30101, 726612, 50409207.81,  30080
1, 892, 50429132.00, CLAIM_HTLC  ,  30080,  30101, 726612, 50416800.25,  30101
1, 897, 50590178.00, PREPARE_HTLC,  30080,  30081, 720516, 50576176.56,  30080
1, 898, 50753620.00, CLAIM_HTLC  ,  30080,  30081, 720516, 50590751.03,  30081
1, 899, 50783367.00, PREPARE_HTLC,  30080,  30100, 724382, 50762178.47,  30080
1, 900, 50926116.00, CLAIM_HTLC  ,  30080,  30100, 724382, 50783978.80,  30100
1, 906, 51181513.00, PREPARE_HTLC,  30087,  30080, 744248, 51097618.53,  30087
1, 907, 51220338.00, CLAIM_HTLC  ,  30087,  30080, 744248, 51182115.77,  30080
1, 909, 51345885.00, PREPARE_HTLC,      0,      2, 775934, 51339631.38,      0
1, 910, 51421286.00, CLAIM_HTLC  ,      0,      2, 775934, 51346467.05,      2
1, 917, 51791176.00, PREPARE_HTLC,  30080,  30081, 733620, 51746492.38,  30080
1, 918, 51796111.00, CLAIM_HTLC  ,  30080,  30081, 733620, 51791772.86,  30081
1, 919, 51834071.00, PREPARE_HTLC,  30084,  30080, 720369, 51826671.13,  30084
1, 920, 51923075.00, CLAIM_HTLC  ,  30084,  30080, 720369, 51834636.38,  30080
1, 923, 52156173.00, PREPARE_HTLC,  30080,  30103, 745467, 52094573.41,  30080
1, 924, 52223843.00, CLAIM_HTLC  ,  30080,  30103, 745467, 52156758.85,  30103
1, 925, 52343298.00, PREPARE_HTLC,  30092,  30080, 726212, 52332221.45,  30092
1, 926, 52435775.00, CLAIM_HTLC  ,  30092,  30080, 726212, 52343894.07,  30080
1, 927, 52712802.00, PREPARE_HTLC,  30086,  30080, 720689, 52552149.84,  30086
1, 927, 52712802.00, PREPARE_HTLC,   4272,   4273, 725984, 52555179.05,   4272
1, 927, 52712802.00, PREPARE_HTLC,  30087,  30080, 738177, 52701799.02,  30087
1, 928, 52775155.00, CLAIM_HTLC  ,  30086,  30080, 720689, 52713403.41,  30080
1, 928, 52775155.00, CLAIM_HTLC  ,   4272,   4273, 725984, 52713410.11,   4273
1, 928, 52775155.00, CLAIM_HTLC  ,  30087,  30080, 738177, 52713409.34,  30080
1, 928, 52775155.00, PREPARE_HTLC,  30083,  30081, 398828, 52734453.81,  30083
1, 929, 52828879.00, CLAIM_HTLC  ,  30083,  30081, 398828, 52775752.75,  30081
1, 930, 52872699.00, PREPARE_HTLC,  30093,  30080, 743379, 52834256.48,  30093
1, 931, 52886968.00, CLAIM_HTLC  ,  30093,  30080, 743379, 52873283.06,  30080
1, 934, 53188622.00, PREPARE_HTLC,  30082,  30081, 409115, 53033886.47,  30082
1, 935, 53211465.00, CLAIM_HTLC  ,  30082,  30081, 409115, 53189235.69,  30081
1, 935, 53211465.00, PREPARE_HTLC,  30081,   4274, 364693, 53198588.27,  30081
1, 936, 53280188.00, PREPARE_HTLC,  30084,  30080, 754386, 53253049.90,  30084
1, 936, 53280188.00, CLAIM_HTLC  ,  30081,   4274, 364693, 53212069.46,   4274
1, 937, 53412138.00, CLAIM_HTLC  ,  30084,  30080, 754386, 53280775.61,  30080
1, 939, 53500563.00, PREPARE_HTLC,  30080,  30081, 740917, 53441613.83,  30080
1, 940, 53521975.00, CLAIM_HTLC  ,  30080,  30081, 740917, 53501150.01,  30081
1, 942, 53662326.00, PREPARE_HTLC,      0,      1, 722620, 53648904.49,      0
1, 943, 53703076.00, CLAIM_HTLC  ,      0,      1, 722620, 53662924.56,      1
1, 958, 54250198.00, PREPARE_HTLC,  30080,  30099, 739534, 54210784.24,  30080
1, 959, 54269676.00, CLAIM_HTLC  ,  30080,  30099, 739534, 54250798.74,  30099
1, 960, 54493378.00, PREPARE_HTLC,   4274,      2, 370126, 54363148.10,   4274
1, 960, 54493378.00, PREPARE_HTLC,  30087,  30085, 402295, 54420804.22,  30087
1, 961, 54497247.00, CLAIM_HTLC  ,  30087,  30085, 402295, 54493961.34,  30085
1, 961, 54497247.00, CLAIM_HTLC  ,   4274,      2, 370126, 54493948.41,      2
1, 965, 54732659.00, PREPARE_HTLC,  30080,  30081, 723869, 54724978.39,  30080
1, 966, 54813557.00, CLAIM_HTLC  ,  30080,  30081, 723869, 54733285.56,  30081
1, 971, 55197978.00, PREPARE_HTLC,  30085,  30080, 733233, 55187983.00,  30085
1, 972, 55275166.00, CLAIM_HTLC  ,  30085,  30080, 733233, 55198546.79,  30080
1, 972, 55275166.00, PREPARE_HTLC,  30083,  30081, 421255, 55240650.49,  30083
1, 973, 55290991.00, CLAIM_HTLC  ,  30083,  30081, 421255, 55275761.66,  30081
1, 974, 55440284.00, PREPARE_HTLC,  30083,  30080, 778351, 55360250.36,  30083
1, 974, 55440284.00, PREPARE_HTLC,  30086,  30080, 752700, 55377073.72,  30086
1, 974, 55440284.00, PREPARE_HTLC,   4275,   4274, 361205, 55428125.65,   4275
1, 975, 55456682.00, CLAIM_HTLC  ,  30083,  30080, 778351, 55440858.28,  30080
1, 975, 55456682.00, CLAIM_HTLC  ,   4275,   4274, 361205, 55440860.95,   4274
1, 975, 55456682.00, CLAIM_HTLC  ,  30086,  30080, 752700, 55440894.73,  30080
1, 977, 55572385.00, PREPARE_HTLC,  30080,  30097, 727872, 55529701.24,  30080
1, 977, 55572385.00, PREPARE_HTLC,  30080,  30081, 774369, 55552790.25,  30080
1, 978, 55577516.00, CLAIM_HTLC  ,  30080,  30097, 727872, 55572971.03,  30097
1, 978, 55577516.00, CLAIM_HTLC  ,  30080,  30081, 774369, 55572977.13,  30081
1, 982, 55812445.00, PREPARE_HTLC,      0,      1, 724093, 55806057.86,      0
1, 983, 55830120.00, CLAIM_HTLC  ,      0,      1, 724093, 55813008.71,      1
1, 984, 55908512.00, PREPARE_HTLC,  30080,  30098, 762125, 55838084.54,  30080
1, 985, 55922977.00, CLAIM_HTLC  ,  30080,  30098, 762125, 55909105.57,  30098
1, 986, 56092112.00, PREPARE_HTLC,  30084,  30080, 729493, 56087074.49,  30084
1, 987, 56099011.00, CLAIM_HTLC  ,  30084,  30080, 729493, 56092702.48,  30080
1, 990, 56332595.00, PREPARE_HTLC,  30080,  30081, 741745, 56227075.95,  30080
1, 990, 56332595.00, PREPARE_HTLC,   4275,   4273, 363432, 56241018.65,   4275
1, 991, 56353125.00, CLAIM_HTLC  ,  30080,  30081, 741745, 56333157.15,  30081
1, 991, 56353125.00, CLAIM_HTLC  ,   4275,   4273, 363432, 56333163.97,   4273
1, 992, 56370655.00, PREPARE_HTLC,  30087,  30080, 739390, 56353154.55,  30087
1, 993, 56392841.00, CLAIM_HTLC  ,  30087,  30080, 739390, 56371269.01,  30080
1, 997, 56690174.00, PREPARE_HTLC,  30091,  30080, 734709, 56539531.95,  30091
1, 998, 56700933.00, CLAIM_HTLC  ,  30091,  30080, 734709, 56690747.30,  30080
1, 1002, 56870814.00, PREPARE_HTLC,  30080,  30105, 822600, 56865012.77,  30080
1, 1003, 56952981.00, CLAIM_HTLC  ,  30080,  30105, 822600, 56871405.78,  30105
1, 1007, 57088172.00, PREPARE_HTLC,      0,      2, 729315, 57076483.37,      0
1, 1008, 57145702.00, CLAIM_HTLC  ,      0,      2, 729315, 57088739.87,      2
1, 1018, 57467274.00, PREPARE_HTLC,  30080,  30081, 735975, 57454998.22,  30080
1, 1019, 57479287.00, CLAIM_HTLC  ,  30080,  30081, 735975, 57467869.81,  30081
1, 1021, 57702111.00, PREPARE_HTLC,  30080,  30096, 722645, 57696829.73,  30080
1, 1022, 57720054.00, CLAIM_HTLC  ,  30080,  30096, 722645, 57702706.73,  30096
1, 1027, 58001064.00, PREPARE_HTLC,  30088,  30080, 724021, 57863592.56,  30088
1, 1027, 58001064.00, PREPARE_HTLC,   4273,      1, 390328, 57910969.45,   4273
1, 1027, 58001064.00, PREPARE_HTLC,  30084,  30085, 380476, 57957017.50,  30084
1, 1028, 58002445.00, CLAIM_HTLC  ,  30088,  30080, 724021, 58001649.64,  30080
1, 1028, 58002445.00, CLAIM_HTLC  ,  30084,  30085, 380476, 58001661.92,  30085
1, 1028, 58002445.00, CLAIM_HTLC  ,   4273,      1, 390328, 58001653.85,      1
1, 1031, 58182358.00, PREPARE_HTLC,  30081,  30082, 388817, 58145650.76,  30081
1, 1032, 58183722.00, CLAIM_HTLC  ,  30081,  30082, 388817, 58182968.15,  30082
1, 1035, 58409885.00, PREPARE_HTLC,  30081,   4275, 365025, 58378948.69,  30081
1, 1035, 58409885.00, PREPARE_HTLC,  30093,  30080, 789130, 58399508.65,  30093
1, 1036, 58493929.00, CLAIM_HTLC  ,  30081,   4275, 365025, 58410484.90,   4275
1, 1036, 58493929.00, CLAIM_HTLC  ,  30093,  30080, 789130, 58410511.25,  30080
1, 1036, 58493929.00, PREPARE_HTLC,  30080,  30081, 745814, 58425696.24,  30080
1, 1036, 58493929.00, PREPARE_HTLC,  30087,  30080, 743660, 58457234.27,  30087
1, 1037, 58514168.00, PREPARE_HTLC,   4273,   4274, 372053, 58474211.20,   4273
1, 1037, 58514168.00, CLAIM_HTLC  ,  30080,  30081, 745814, 58494511.47,  30081
1, 1037, 58514168.00, CLAIM_HTLC  ,  30087,  30080, 743660, 58494538.92,  30080
1, 1038, 58659690.00, CLAIM_HTLC  ,   4273,   4274, 372053, 58514750.54,   4274
1, 1041, 59185174.00, PREPARE_HTLC,  30086,  30080, 752920, 58922619.12,  30086
1, 1041, 59185174.00, PREPARE_HTLC,      0,      1, 797612, 59147758.31,      0
1, 1042, 59301929.00, CLAIM_HTLC  ,      0,      1, 797612, 59185775.13,      1
1, 1042, 59301929.00, CLAIM_HTLC  ,  30086,  30080, 752920, 59185785.99,  30080
1, 1043, 59317370.00, PREPARE_HTLC,  30080,  30081, 726950, 59312193.49,  30080
1, 1044, 59369088.00, CLAIM_HTLC  ,  30080,  30081, 726950, 59317984.98,  30081
1, 1045, 59434462.00, PREPARE_HTLC,  30085,  30080, 763859, 59406177.66,  30085
1, 1046, 59605759.00, CLAIM_HTLC  ,  30085,  30080, 763859, 59435073.05,  30080
1, 1047, 59705661.00, PREPARE_HTLC,  30089,  30080, 735189, 59647990.73,  30089
1, 1048, 59706708.00, CLAIM_HTLC  ,  30089,  30080, 735189, 59706243.74,  30080
1, 1053, 60088828.00, PREPARE_HTLC,  30087,  30080, 773265, 59932384.47,  30087
1, 1054, 60092221.00, CLAIM_HTLC  ,  30087,  30080, 773265, 60089377.76,  30080
1, 1055, 60102952.00, PREPARE_HTLC,  30083,  30081, 362067, 60102678.69,  30083
1, 1056, 60198441.00, CLAIM_HTLC  ,  30083,  30081, 362067, 60103544.49,  30081
1, 1060, 60394519.00, PREPARE_HTLC,  30080,  30081, 726038, 60340946.82,  30080
1, 1061, 60585292.00, CLAIM_HTLC  ,  30080,  30081, 726038, 60395086.54,  30081
1, 1061, 60585292.00, PREPARE_HTLC,  30086,  30080, 728539, 60491072.05,  30086
1, 1062, 60599673.00, CLAIM_HTLC  ,  30086,  30080, 728539, 60585868.96,  30080
1, 1067, 60817683.00, PREPARE_HTLC,  30080,  30100, 722159, 60714974.72,  30080
1, 1068, 60909912.00, CLAIM_HTLC  ,  30080,  30100, 722159, 60818272.52,  30100
1, 1069, 61111856.00, PREPARE_HTLC,  30091,  30080, 735215, 61105088.10,  30091
1, 1070, 61146320.00, CLAIM_HTLC  ,  30091,  30080, 735215, 61112474.66,  30080
1, 1072, 61168441.00, PREPARE_HTLC,  30083,  30085, 373595, 61165861.16,  30083
1, 1073, 61242779.00, CLAIM_HTLC  ,  30083,  30085, 373595, 61169025.82,  30085
1, 1076, 61615302.00, PREPARE_HTLC,  30084,  30080, 738716, 61570160.14,  30084
1, 1077, 61618724.00, CLAIM_HTLC  ,  30084,  30080, 738716, 61615865.25,  30080
1, 1078, 61891399.00, PREPARE_HTLC,  30085,  30080, 722739, 61695501.19,  30085
1, 1078, 61891399.00, PREPARE_HTLC,  30080,  30081, 723240, 61708830.08,  30080
1, 1078, 61891399.00, PREPARE_HTLC,  30087,  30080, 739500, 61742199.38,  30087
1, 1079, 61980214.00, CLAIM_HTLC  ,  30085,  30080, 722739, 61891957.63,  30080
1, 1079, 61980214.00, CLAIM_HTLC  ,  30087,  30080, 739500, 61891977.25,  30080
1, 1079, 61980214.00, CLAIM_HTLC  ,  30080,  30081, 723240, 61891987.04,  30081
1, 1079, 61980214.00, PREPARE_HTLC,      0,      1, 774055, 61909597.50,      0
1, 1080, 62009297.00, CLAIM_HTLC  ,      0,      1, 774055, 61980867.99,      1
1, 1085, 62481257.00, PREPARE_HTLC,  30086,  30080, 735203, 62336007.14,  30086
1, 1086, 62482047.00, CLAIM_HTLC  ,  30086,  30080, 735203, 62481857.12,  30080
1, 1093, 62890665.00, PREPARE_HTLC,  30080,  30081, 735329, 62866625.56,  30080
1, 1094, 62911478.00, CLAIM_HTLC  ,  30080,  30081, 735329, 62891247.80,  30081
1, 1094, 62911478.00, PREPARE_HTLC,   4275,   4274, 365307, 62911420.21,   4275
1, 1095, 62974929.00, CLAIM_HTLC  ,   4275,   4274, 365307, 62912070.85,   4274
1, 1097, 63150091.00, PREPARE_HTLC,  30083,  30080, 738238, 63036180.90,  30083
1, 1098, 63218799.00, CLAIM_HTLC  ,  30083,  30080, 738238, 63150662.85,  30080
1, 1100, 63827250.00, PREPARE_HTLC,  30080,  30096, 728628, 63311836.37,  30080
1, 1100, 63827250.00, PREPARE_HTLC,  30087,  30080, 825086, 63490593.66,  30087
1, 1101, 63828710.00, CLAIM_HTLC  ,  30080,  30096, 728628, 63827846.37,  30096
1, 1101, 63828710.00, CLAIM_HTLC  ,  30087,  30080, 825086, 63827872.05,  30080
1, 1102, 63911553.00, PREPARE_HTLC,  30088,  30080, 724253, 63830472.76,  30088
1, 1103, 63931294.00, CLAIM_HTLC  ,  30088,  30080, 724253, 63912142.87,  30080
1, 1108, 64156701.00, PREPARE_HTLC,  30085,  30080, 726718, 64138286.94,  30085
1, 1109, 64258681.00, CLAIM_HTLC  ,  30085,  30080, 726718, 64157298.24,  30080
1, 1109, 64258681.00, PREPARE_HTLC,      0,      1, 724821, 64203657.53,      0
1, 1110, 64286104.00, CLAIM_HTLC  ,      0,      1, 724821, 64259290.59,      1
1, 1111, 64322109.00, PREPARE_HTLC,  30084,  30080, 722120, 64288687.32,  30084
1, 1112, 64341971.00, CLAIM_HTLC  ,  30084,  30080, 722120, 64322683.92,  30080
1, 1112, 64341971.00, PREPARE_HTLC,  30080,  30081, 720622, 64328646.28,  30080
1, 1113, 64419436.00, CLAIM_HTLC  ,  30080,  30081, 720622, 64342578.61,  30081
1, 1116, 64534861.00, PREPARE_HTLC,  30082,   4275, 364746, 64436683.91,  30082
1, 1117, 64595976.00, CLAIM_HTLC  ,  30082,   4275, 364746, 64535471.33,   4275
1, 1121, 64883763.00, PREPARE_HTLC,   4273,   4274, 367959, 64790689.88,   4273
1, 1122, 64977976.00, CLAIM_HTLC  ,   4273,   4274, 367959, 64884345.59,   4274
1, 1122, 64977976.00, PREPARE_HTLC,  30080,  30081, 728120, 64940907.21,  30080
1, 1123, 65010884.00, CLAIM_HTLC  ,  30080,  30081, 728120, 64978543.35,  30081
1, 1123, 65010884.00, PREPARE_HTLC,   4275,   4273, 364161, 64991510.65,   4275
1, 1123, 65010884.00, PREPARE_HTLC,  30087,  30080, 728016, 64995767.94,  30087
1, 1124, 65033412.00, CLAIM_HTLC  ,  30087,  30080, 728016, 65011453.55,  30080
1, 1124, 65033412.00, CLAIM_HTLC  ,   4275,   4273, 364161, 65011499.40,   4273
1, 1125, 65147472.00, PREPARE_HTLC,  30082,  30081, 363092, 65107303.28,  30082
1, 1126, 65353079.00, CLAIM_HTLC  ,  30082,  30081, 363092, 65148081.50,  30081
1, 1129, 65657511.00, PREPARE_HTLC,  30090,  30080, 727357, 65442635.86,  30090
1, 1130, 65685847.00, CLAIM_HTLC  ,  30090,  30080, 727357, 65658089.63,  30080
1, 1130, 65685847.00, PREPARE_HTLC,      0,      2, 721243, 65682838.30,      0
1, 1131, 65742234.00, CLAIM_HTLC  ,      0,      2, 721243, 65686478.46,      2
1, 1138, 66034024.00, PREPARE_HTLC,  30083,  30081, 368421, 66032702.54,  30083
1, 1139, 66043610.00, CLAIM_HTLC  ,  30083,  30081, 368421, 66034620.61,  30081
1, 1140, 66115899.00, PREPARE_HTLC,  30084,  30080, 724312, 66051927.56,  30084
1, 1141, 66295507.00, CLAIM_HTLC  ,  30084,  30080, 724312, 66116492.64,  30080
1, 1148, 66676605.00, PREPARE_HTLC,  30087,  30086, 367052, 66666923.95,  30087
1, 1149, 66807525.00, CLAIM_HTLC  ,  30087,  30086, 367052, 66677212.69,  30086
1, 1149, 66807525.00, PREPARE_HTLC,  30080,  30081, 738963, 66687907.54,  30080
1, 1150, 66818165.00, CLAIM_HTLC  ,  30080,  30081, 738963, 66808102.30,  30081
1, 1157, 67085853.00, PREPARE_HTLC,      0,      1, 725140, 67042736.03,      0
1, 1158, 67221205.00, CLAIM_HTLC  ,      0,      1, 725140, 67086424.11,      1
1, 1161, 67380932.00, PREPARE_HTLC,  30081,   4274, 362485, 67378470.35,  30081
1, 1162, 67476892.00, CLAIM_HTLC  ,  30081,   4274, 362485, 67381513.55,   4274
1, 1164, 67789207.00, PREPARE_HTLC,  30080,  30081, 769497, 67564481.92,  30080
1, 1165, 67809145.00, CLAIM_HTLC  ,  30080,  30081, 769497, 67789796.22,  30081
1, 1166, 67962513.00, PREPARE_HTLC,  30085,  30080, 725981, 67936034.93,  30085
1, 1167, 68045133.00, CLAIM_HTLC  ,  30085,  30080, 725981, 67963114.39,  30080
1, 1173, 68483567.00, PREPARE_HTLC,  30088,  30080, 727052, 68403582.70,  30088
1, 1173, 68483567.00, PREPARE_HTLC,  30080,  30093, 787269, 68407734.94,  30080
1, 1173, 68483567.00, PREPARE_HTLC,  30080,  30081, 723837, 68418429.73,  30080
1, 1173, 68483567.00, PREPARE_HTLC,  30082,  30081, 443299, 68452789.77,  30082
1, 1174, 68540982.00, PREPARE_HTLC,  30084,  30080, 746173, 68471652.95,  30084
1, 1174, 68540982.00, CLAIM_HTLC  ,  30088,  30080, 727052, 68484137.58,  30080
1, 1174, 68540982.00, CLAIM_HTLC  ,  30080,  30093, 787269, 68484139.88,  30093
1, 1174, 68540982.00, CLAIM_HTLC  ,  30080,  30081, 723837, 68484162.39,  30081
1, 1175, 68667560.00, CLAIM_HTLC  ,  30082,  30081, 443299, 68484162.80,  30081
1, 1175, 68667560.00, CLAIM_HTLC  ,  30084,  30080, 746173, 68541588.17,  30080
1, 1175, 68667560.00, PREPARE_HTLC,  30083,  30080, 765295, 68567218.97,  30083
1, 1175, 68667560.00, PREPARE_HTLC,  30088,  30086, 420510, 68648119.48,  30088
1, 1176, 68739025.00, CLAIM_HTLC  ,  30088,  30086, 420510, 68668172.20,  30086
1, 1176, 68739025.00, CLAIM_HTLC  ,  30083,  30080, 765295, 68668182.04,  30080
1, 1177, 68887174.00, PREPARE_HTLC,  30087,  30080, 775899, 68857767.69,  30087
1, 1178, 68925569.00, CLAIM_HTLC  ,  30087,  30080, 775899, 68887745.57,  30080
1, 1181, 69058568.00, PREPARE_HTLC,      0,      1, 721828, 69056762.29,      0
